word	pos	pron	gw	freq	def	example
find	verb [T]	/fɑɪnd/	find fault with sb/sth	C2	to criticize someone or something, especially without good reasons	She was always finding fault with our work.
fine	adjective	/fɑɪn/	THIN	C2	thin or made of very small pieces	fine, brown hair|fine sand
finger	noun [C]	/ˈfɪŋ.gər/	keep your fingers crossed/cross your fingers	C2	to hope that things will happen in the way that you want them to, and to put a finger over the one next to it as a sign of that hope	Let's keep our fingers crossed that she gets the job.|We're crossing our fingers and hoping that the weather stays fine.
finger	noun [C]	/ˈfɪŋ.gər/	put your finger on sth	C2	to understand exactly why a situation is the way it is	Something was wrong, but I couldn't put my finger on it.
finger	noun [C]	/ˈfɪŋ.gər/	have/keep your finger on the pulse	C2	to be/stay familiar with the most recent changes or improvements	The situation changes daily, so you've got to keep your finger on the pulse.
fingertip	noun [C]	/ˈfɪŋ.gərˌtɪp/	at your fingertips	C2	If you have something at your fingertips, you can get it and use it very easily.	He had all the information needed at his fingertips.
finite	adjective	/ˈfɑɪ.nɑɪt/		C2	having a limit or end	We only have a finite amount of time to complete this task.
fire	noun	/fɑɪr/	SHOOTING	C2	the shooting of guns and other weapons	The soldiers opened fire.
fire	noun	/fɑɪr/	come under fire	C2	to be criticized	The government has come under fire for closing the hospital.
fire	noun	/fɑɪr/	set fire to sth; set sth on fire	C2	to make something start burning, usually to cause damage	Enemy troops set fire to the village.
fire	noun	/fɑɪr/	play with fire	C2	to be involved in an activity that could be dangerous	We're playing with fire if we continue with genetic modification of our food.
fire	verb	/fɑɪr/	fire sb's imagination	C2	to make someone very excited or interested in something	His paintings really fired my imagination.
fireplace	noun [C]	/ˈfɑɪr.pleɪs/		C2	a space in the wall of a room where you can have a fire, or the structure around this space	There was a large fireplace in the living room.
firm	adjective	/fɜrm/	STRICT	C2	strict and making certain that people do what you want	You've got to be firm with children.
firm	adjective	/fɜrm/	STRONG	C2	strong and tight	a firm handshake/grip
first	adverb	/fɜrst/	put sb/sth first	C2	to consider someone or something to be the most important thing	Most couples put their children first.
first	noun	/fɜrst/	be a first	C2	to be something that has never happened before	Winning the state championship was a first for out school.
fist	noun [C]	/fɪst/		C2	a hand closed into a ball with the fingers and thumb curled tightly together	He banged his fist down angrily on the table.
fit	adjective	/fɪt/	see fit	C2	believe to be what is good, correct, or necessary	You can leave it here or take it home with you, whichever you see fit.
fix	verb [T]	/fɪks/	in a fix	C2	in a difficult situation that causes you trouble or problems	He’s in a fix and needs our help.
fixed	adjective	/fɪkst/	EYES	C2	If your eyes are fixed on something, you are looking at it continuously.	a fixed stare|I kept my eyes fixed on his face.
flair	noun	/fler/	STYLE	C2	when you do something in an exciting and interesting way	He played with great imagination and flair.
flame	noun [C]	/fleɪm/	burst into flames	C2	to suddenly start burning	The car plunged down a hill and burst into flames.
flash	verb	/flæʃ/	APPEAR	C2	to appear for a short time, or to make something appear for a short time	An error message flashed on the screen.
flash	verb	/flæʃ/	flash by/through	C2	to move or happen quickly	A fire engine flashed by.
flash	noun	/flæʃ/	in a flash	C2	immediately, or very quickly	I'll be back in a flash.
flashback	noun [C]	/ˈflæʃ.bæk/	MEMORY	C2	when you suddenly remember something that happened in the past, often something bad	She suffered from flashbacks for years after the accident.
flashback	noun [C]	/ˈflæʃ.bæk/	STORY	C2	part of a film or book that goes back in time to something that happened before the main story began	There are several flashbacks to the character's childhood.
flat	adjective	/flæt/	WITHOUT BUBBLES	C2	If a drink is flat, it does not contain enough bubbles of gas.	If you don’t put the top back on the soda bottle, it will go flat.
flatten	verb [I or T]	/ˈflæt.ən/		C2	to become flat or to make something become flat	Roll out the dough into balls and flatten them slightly.
flavor	noun	/ˈfleɪ.vər/	QUALITY	C2	a particular quality or style that something has	London has a very international flavor.
flawed	adjective	/flɔːd/		C2	not perfect, or containing mistakes	Diamonds are still valuable, even when they are flawed.|His argument is deeply flawed.
flawless	adjective	/ˈflɔː.ləs/		C2	with no mistakes or bad characteristics	a flawless complexion
flesh	noun [U]	/fleʃ/	BODY	C2	the soft part of a person's or animal's body between the skin and bones	Large thorns dug into my flesh.
flesh	noun [U]	/fleʃ/	your own flesh and blood	C2	a member of your family	I can't hate him - he's my own flesh and blood.
flexible	adjective	/ˈflek.sə.bəl/	ABLE TO BEND	C2	able to bend or to be bent easily	The cover is made of flexible plastic.|Dancers and gymnasts need to be very flexible.
flick	verb	/flɪk/		C2	to look quickly at the pages of a magazine, book, etc.	I was just flicking through a magazine.
flight	noun [C]	/flɑɪt/	a flight of stairs	C2	a set of stairs connecting one floor to another in a building	The elevator was broken so we had to climb six flights of stairs.
flood	verb [I or T]	/flʌd/		C2	to receive so many messages, phone calls, etc., that you cannot deal with them	We were flooded with calls from worried parents.
flood	noun [C]	/flʌd/	AMOUNT	C2	a large number or amount of things or people that arrive at the same time	a flood of letters/calls
floppy	adjective	/ˈflɑp.i/		C2	soft and loose or hanging down loosely	a floppy hat
flourish	verb	/ˈflɜr.ɪʃ/		C2	to grow or develop well	The company soon began to flourish under his expert management.
flow	noun [no plural]	/floʊ/	go with the flow	C2	to do or accept what other people are doing because it is the easiest thing to do	Just relax and go with the flow!
fluctuate	verb [I]	/ˈflʌk.tʃu.eɪt/		C2	to keep changing, especially in level or amount	Oil prices have fluctuated wildly in recent weeks.
fluid	noun [C or U]	/ˈfluː.ɪd/		C2	a liquid	Drink plenty of fluids.
fluid	adjective	/ˈfluː.ɪd/		C2	smooth and continuous with a flowing or changing quality	a dancer’s fluid movements|The situation remains fluid – we offered her the job, but she hasn’t responded yet.
fly	verb	/flɑɪ/	TIME	C2	If time flies, it passes very quickly.	There was plenty to do, and the time flew.
fly	verb	/flɑɪ/	TAKE/SEND	C2	to take or send people or goods somewhere by aircraft	She was flown to the hospital by helicopter.
fly	verb	/flɑɪ/	fly in the face of	C2	to be the opposite of what is usual or accepted	These recommendations fly in the face of previous advice on safe limits of consumption.
focus	noun [C]	/ˈfoʊ.kəs/	ATTENTION	C2	special attention you give to something	State officials urge continued focus on mosquito control.|If I lose focus I'll never get this paper done.
follow	verb	/ˈfɑl.oʊ/	it follows that	C2	used to say that if one thing is true, another thing will also be true	He's big, but it doesn't follow that he's strong.
follow	verb	/ˈfɑl.oʊ/	follow sb's example/lead	C2	to copy someone's behavior or ideas	You should follow Meg's example and tidy your room.
follow	verb	/ˈfɑl.oʊ/	follow in sb's footsteps	C2	to do the same things in your life as someone else did, especially a member of your family	He followed in his father's footsteps and became an actor.
follow	verb	/ˈfɑl.oʊ/	follow suit	C2	to do the same as someone else has just done	If other shops lower their prices, we will have to follow suit.
follower	noun [C]	/ˈfɑl.oʊ.ər/		C2	someone who supports or believes in a particular person or set of ideas	The newly elected governor appeared overcome with emotion as he thanked his followers.
foot	noun [C]	/fʊt/	put your foot down	C2	to tell someone in a strong way that they must do something or must stop doing something	When she started borrowing my clothes without asking, I had to put my foot down.
foot	noun [C]	/fʊt/	put your feet up	C2	to relax, especially by sitting with your feet supported above the ground	Put your feet up for half an hour before the kids get home.
foot	noun [C]	/fʊt/	put your foot in your mouth	C2	to say something you should not say, especially something embarrassing	He makes outrageous comments and is always putting his foot in his mouth.
foot	noun [C]	/fʊt/	get/start off on the wrong foot	C2	to start a relationship or activity badly	He got off on the wrong foot with my parents by arriving late.
foot	noun [C]	/fʊt/	get/rise to your feet	C2	to stand up after you have been sitting	The audience rose to their feet.
foot	verb	/fʊt/	foot the bill	C2	to pay for something that costs a lot of money	His parents can’t afford to foot the bill for his college education.
footstep	noun	/ˈfʊt.step/	follow in sb's footsteps	C2	to do the same things in your life as someone else did, especially a member of your family	He followed in his father's footsteps and became an actor.
for	preposition	/fɔːr/	for all	C2	despite	For all her qualifications, she's useless at the job.
for	preposition	/fɔːr/	for the best	C2	If something is for the best, it seems unpleasant now, but will improve a situation in the future.	Moving to a smaller apartment really was for the best.
for	preposition	/fɔːr/	for fear of sth/doing sth	C2	because you are worried about something/doing something	I didn't want to move for fear of waking her up.
for	preposition	/fɔːr/	for one thing	C2	used to give a reason for something	You can't give Amy that shirt - for one thing it wont fit her.
force	noun	/fɔːrs/	INFLUENCE	C2	power and influence, or a person or thing that has it	the forces of good/evil
force	noun	/fɔːrs/	a force to be reckoned with	C2	a very powerful person or organization	His Dad is a force to be reckoned with.
force	noun	/fɔːrs/	join forces	C2	When two people or groups join forces, they act or work together.	She joined forces with her sister-in-law to set up a restaurant.
